Date;Open;High;Low;Close;WAP;No. of Shares;No. of Trades;Total Turnover;Deliverable Quantity;% Deli. Qty to Traded Qty;Spread H-L;Spread C-O
31.01.2011;2065;2065;1885;1925;1.91E+11;550410;730;10532540;498470;9056;18;-14
28.01.2011;212;212;196;198;1.96E+11;589460;1070;11580580;430330;730;16;-14
27.01.2011;2155;2155;197;206;2.02E+11;1007430;1990;20392820;694570;6894;185;-95
25.01.2011;2075;2175;200;207;2.03E+11;1584330;1790;32205210;1258810;7945;175;-5
24.01.2011;2105;213;2005;210;2.09E+11;686380;890;14320490;566780;8258;125;-5
21.01.2011;195;2075;195;2035;2.03E+11;1166450;890;23692450;1063270;9115;125;85
20.01.2011;1955;2085;1925;2005;1.96E+11;1741150;2740;34120710;405640;233;16;5
19.01.2011;2115;213;2025;2025;2.05E+11;1386200;2390;28446560;565150;4077;105;-9
18.01.2011;2225;223;211;213;2.16E+11;1290770;950;27890590;279710;2167;12;-95
17.01.2011;196;215;195;2125;20192216848;2303180;2670;46506310;626360;272;20;165
14.01.2011;207;219;205;205;2.13E+11;1416610;1070;30168460;1204520;8503;14;-2
13.01.2011;2065;227;2065;2135;2.18E+11;660670;900;14387570;294520;4458;205;7
12.01.2011;220;221;2015;2165;2.15E+11;1364590;2730;29341000;912620;6688;195;-35
11.01.2011;2105;224;2105;2105;2.11E+11;335940;900;7080990;228070;6789;135;0
10.01.2011;238;238;2215;2215;2.22E+11;954850;730;21152060;872300;9135;165;-165
07.01.2011;250;250;233;233;2.35E+11;735840;1970;17277760;546110;7422;17;-17
06.01.2011;2645;2695;245;245;2.56E+11;1011470;2660;25865830;370250;3661;245;-195
05.01.2011;2615;2765;257;2575;2.59E+11;783750;1320;20336350;676570;8632;195;-4
04.01.2011;2765;2825;266;270;2.74E+11;1122590;1380;30772910;775390;6907;165;-65
03.01.2011;2845;290;2755;2795;2.83E+11;953190;800;26969680;536290;5626;145;-5
31.12.2010;292;292;2705;277;28298449195;742840;630;21021220;325170;4377;215;-15
30.12.2010;290;292;278;2845;2.87E+11;599560;810;17213510;NaN;3582;14;-55
29.12.2010;289;291;2665;287;2.85E+11;1142740;2020;32516680;514350;4501;245;-2
28.12.2010;288;288;270;2775;2.80E+11;873420;2980;24428560;376750;4314;18;-105
27.12.2010;282;2855;2585;2745;2.79E+11;814050;2800;22687530;532150;6537;27;-75
24.12.2010;272;272;2625;272;2.72E+11;2720200;1640;73978380;2484040;9132;95;0
23.12.2010;2405;2595;240;2595;2.59E+11;499210;760;12923180;452080;9056;195;19
22.12.2010;2475;2475;2475;2475;2475;253120;280;6264720;253110;1000;0;0
21.12.2010;233;236;225;236;2.35E+11;192030;420;4505500;131970;6872;11;3
20.12.2010;217;225;2105;225;2.23E+11;1403880;2180;31341220;806210;5743;145;8
16.12.2010;208;2145;2005;2145;2.11E+11;1117090;1960;23580420;1040320;9313;14;65
15.12.2010;211;2155;197;2045;20606074983;1833750;3650;37786390;1529460;8341;185;-65
14.12.2010;205;215;205;207;2.06E+11;8147280;5320;167970790;6313810;775;10;2
13.12.2010;2155;2155;2155;2155;2.15E+11;94940;150;2045950;94940;1000;0;0
10.12.2010;2265;2265;2265;2265;2.26E+11;42240;70;956730;42240;1000;0;0
09.12.2010;238;238;238;238;2375;40;20;950;40;1000;0;0
08.12.2010;2505;2505;2505;2505;2.50E+11;10500;40;263020;10500;1000;0;0
07.12.2010;2635;2635;2635;2635;2.64E+11;178710;200;4709000;178710;1000;0;0
06.12.2010;277;277;277;277;2.77E+11;518250;420;14355520;518250;1000;0;0
03.12.2010;2915;2915;2915;2915;2.92E+11;1116980;680;32559960;1116980;1000;0;0
02.12.2010;3065;3065;3065;3065;3.07E+11;113510;340;3479080;113510;1000;0;0
01.12.2010;3405;3405;3405;3405;3.40E+11;15230;130;518580;15230;1000;0;0
30.11.2010;378;378;378;378;378;43400;110;1640520;43400;1000;0;0
29.11.2010;498;500;4195;4195;4.27E+11;836160;2760;35717210;766550;9168;805;-785
26.11.2010;6785;6785;524;524;5.42E+11;1212930;2190;65736140;1004940;8285;1545;-1545
25.11.2010;589;675;535;6545;6.08E+11;2498130;3870;151838490;1790800;7169;140;655
24.11.2010;5985;5985;5545;5805;5.87E+11;1383370;1370;81195570;982060;7099;44;-18
23.11.2010;586;614;570;588;5.92E+11;961760;1210;56971350;808200;8403;44;2
22.11.2010;6555;6555;5865;604;6.03E+11;1387940;2330;83724340;1163650;8384;69;-515
19.11.2010;6255;680;563;5975;6.04E+11;1674760;3280;101169000;988780;5904;117;-28
18.11.2010;750;750;517;5785;5.97E+11;1899230;4340;113374020;1106850;5828;233;-1715
16.11.2010;800;800;640;646;6.61E+11;2590300;2290;171258790;1705740;6585;160;-154
15.11.2010;690;710;640;668;6.78E+11;2313310;5250;156833950;1235400;534;70;-22
12.11.2010;705;705;672;6835;6.83E+11;1993370;4190;136141010;1790830;8984;33;-215
11.11.2010;700;700;672;685;69144929147;1979450;3650;136868930;1706510;8621;28;-15
10.11.2010;720;840;6745;6875;6.97E+11;2430740;4420;169371260;1467240;6036;1655;-325
09.11.2010;7145;720;696;706;7.07E+11;1647470;4430;116412620;1161230;7049;24;-85
08.11.2010;710;715;670;7105;6.95E+11;2400470;4660;166725770;1876870;7819;45;5
05.11.2010;6655;705;6655;687;6.84E+11;610820;940;41797750;399920;6547;395;215
04.11.2010;709;709;6495;663;6.68E+11;1162980;3390;77691540;1004930;8641;595;-46
03.11.2010;689;7095;650;664;6.96E+11;2349600;6750;163440030;1510940;6431;595;-25
02.11.2010;710;710;651;679;6.81E+11;1711500;6430;116588430;1374400;803;59;-31
01.11.2010;640;690;635;6585;6.60E+11;1369640;890;90345160;1164020;8499;55;185
29.10.2010;6625;665;627;6425;6.49E+11;1237010;4620;80277200;1013920;8197;38;-20
28.10.2010;675;6795;632;657;6.61E+11;1523130;4660;100627090;1268990;8331;475;-18
27.10.2010;640;680;640;6645;6.63E+11;1654820;4300;109760270;1211640;7322;40;245
26.10.2010;643;6785;630;641;6.58E+11;1673990;3730;110121870;1263620;7549;485;-2
25.10.2010;5705;617;560;617;6.06E+11;1401450;4780;84883560;1113950;7949;57;465
22.10.2010;5405;570;5355;561;5.53E+11;2406130;3460;132967900;1598060;6642;345;205
21.10.2010;542;555;5345;543;5.43E+11;1962240;4590;106585110;1203430;6133;205;1
20.10.2010;535;5525;535;550;54365882739;2163890;4230;117641790;1598250;7386;175;15
19.10.2010;540;557;530;5345;5.36E+11;2102950;1760;112613330;1455070;6919;27;-55
18.10.2010;520;545;520;5435;5.38E+11;1567860;3160;84382750;1259260;8032;25;235
15.10.2010;554;554;5215;5355;5.38E+11;1926430;4220;103725860;1653120;8581;325;-185
14.10.2010;5565;5565;533;5415;54078477741;2638710;4930;142697420;1679330;6364;235;-15
13.10.2010;549;575;531;539;5.54E+11;2042620;5390;113195050;1557140;7623;44;-10
12.10.2010;519;5465;512;5355;5.31E+11;2850230;4300;151381850;2157110;7568;345;165
11.10.2010;465;523;465;512;5.12E+11;1824120;4920;93450980;1725570;946;58;47
08.10.2010;547;547;500;5105;5.27E+11;2463980;5550;129855750;2127530;8635;47;-365
07.10.2010;530;549;530;5395;5.38E+11;2157420;4850;116019110;1988750;9218;19;95
06.10.2010;547;5485;520;5325;5.38E+11;2466610;5730;132676360;1786390;7242;285;-145
05.10.2010;5505;5555;530;5395;5.38E+11;1410290;4230;75917920;1281540;9087;255;-11
04.10.2010;5515;5565;5335;536;5.46E+11;1899270;3690;103687360;1800840;9482;23;-155
01.10.2010;549;555;5325;5445;5469002531;1868830;4110;102206360;1749020;9359;225;-45
30.09.2010;559;559;541;5475;5.51E+11;1152870;4000;63560290;1034800;8976;18;-115
29.09.2010;5635;564;540;554;5.55E+11;1533350;4470;85123620;1176830;7675;24;-95
28.09.2010;551;569;5105;5515;5.48E+11;3262300;4740;178711820;2188750;6709;585;5
27.09.2010;555;5695;548;5655;5.58E+11;1706910;4620;95238330;1561180;9146;215;105
24.09.2010;560;5665;5435;5555;5.53E+11;1847850;4320;102125970;1661330;8991;23;-45
23.09.2010;5725;5735;540;558;5.58E+11;2457440;4800;137159180;1739440;7078;335;-145
22.09.2010;548;5565;5325;545;5.46E+11;4364570;5090;238304760;3360600;770;24;-3
21.09.2010;551;552;5275;538;5.38E+11;2465140;4920;132580560;1838600;7458;245;-13
20.09.2010;559;570;5195;538;54389499804;2474430;4240;134583010;1627580;6578;505;-21
17.09.2010;5995;5995;500;5375;5.41E+11;3573400;5820;193265070;2401910;6722;995;-62
16.09.2010;559;559;5305;545;5.46E+11;1466650;4650;80150790;1344850;917;285;-14
15.09.2010;520;5595;507;546;5.39E+11;1586140;3720;85416220;1330480;8388;525;26
14.09.2010;490;5325;475;5275;5.13E+11;3299010;3930;169214150;2128230;6451;575;375
13.09.2010;499;499;4725;4855;4.87E+11;2636930;5070;128341020;2061340;7817;265;-135
09.09.2010;489;503;470;485;4.91E+11;2141250;4590;105165260;1775300;8291;33;-4
08.09.2010;4915;495;484;493;4.91E+11;1983360;4340;97368040;1862290;939;11;15
07.09.2010;490;4985;4845;492;4.92E+11;1727380;4930;84991590;1488020;8614;14;2
06.09.2010;4835;5045;477;492;4.85E+11;1487250;4720;72150840;1206780;8114;275;85
03.09.2010;485;4925;468;481;4.85E+11;1431160;4080;69366370;1243780;8691;245;-4
02.09.2010;482;489;4715;478;4.79E+11;1512670;2480;72503220;1128080;7458;175;-4
01.09.2010;489;4985;4755;492;4.87E+11;1656600;5080;80696990;1018450;6148;23;3
31.08.2010;503;503;470;4935;48874998402;1564460;3270;76462980;1085630;6939;33;-95
30.08.2010;5145;5145;477;4795;4.85E+11;1730070;3300;83910710;1192830;6895;375;-35
27.08.2010;510;517;4915;4995;5.04E+11;2024810;7010;102079970;1718770;8489;255;-105
26.08.2010;505;512;4965;5035;5.03E+11;2197070;5760;110521860;1844090;8393;155;-15
25.08.2010;5265;5265;490;5035;50080485028;1256010;4830;62901590;969930;7722;365;-23
24.08.2010;492;5195;492;507;5.07E+11;1613790;4970;81849610;1395940;865;275;15
23.08.2010;490;519;490;510;5.10E+11;1363100;5110;69526470;1167600;8566;29;20
20.08.2010;489;500;4805;4975;4.91E+11;1642910;4640;80590840;1330740;810;195;85
19.08.2010;4765;481;4695;4765;4.77E+11;1460150;5180;69707610;1460150;1000;115;0
18.08.2010;478;478;455;465;4.65E+11;1570490;4870;73093590;1570490;1000;23;-13
17.08.2010;484;484;4675;475;47292159495;1653720;4500;78207990;1653720;1000;165;-9
16.08.2010;4895;4895;471;472;4.81E+11;1034630;4780;49781930;1034630;1000;185;-175
13.08.2010;4895;499;473;480;4.82E+11;1346290;5180;64901740;1346290;1000;26;-95
12.08.2010;4895;4895;467;483;4.85E+11;1070980;5190;51976700;1070980;1000;225;-65
11.08.2010;4885;494;4825;4915;4.89E+11;929160;6620;45421120;929160;1000;115;3
10.08.2010;487;494;4765;4915;4.89E+11;1313540;4950;64214620;1313540;1000;175;45
09.08.2010;485;488;470;4835;4.79E+11;1201220;5430;57592260;1201220;1000;18;-15
06.08.2010;487;490;470;4795;4.83E+11;1270160;4460;61403870;1270160;1000;20;-75
05.08.2010;490;4945;472;481;4.89E+11;1745960;7160;85297980;1745960;1000;225;-9
04.08.2010;495;5025;486;496;4.97E+11;1357700;4990;67484290;1357700;1000;165;1
03.08.2010;497;5085;485;4995;4.97E+11;1417140;3580;70498930;1417140;1000;235;25
02.08.2010;4825;5015;470;489;4.88E+11;1585110;4120;77431630;1585110;1000;315;65
30.07.2010;505;505;485;4885;5.01E+11;1412100;4380;70730540;1412100;1000;20;-165
29.07.2010;5065;5065;496;504;5.02E+11;1055450;2920;52986600;1055450;1000;105;-25
28.07.2010;508;515;4965;5035;5.03E+11;938210;2850;47150350;938210;1000;185;-45
27.07.2010;518;5265;490;5035;5.07E+11;1268270;3900;64336830;1268270;1000;365;-145
26.07.2010;521;521;4915;5095;51061288082;1569310;3530;80130990;1569310;1000;295;-115
23.07.2010;502;519;4755;5155;5.07E+11;1609650;2360;81677910;1609650;1000;435;135
22.07.2010;498;5085;475;499;4.95E+11;2166080;3240;107215390;2166080;1000;335;1
21.07.2010;490;504;472;488;4.88E+11;1849220;3170;90209080;1849220;1000;32;-2
20.07.2010;4455;4875;4455;480;47546379337;1486330;4700;70669610;1486330;1000;42;345
19.07.2010;4365;4775;4365;4665;4.49E+11;1522200;5980;68343450;1522200;1000;41;30
16.07.2010;443;455;416;455;4.41E+11;1246000;3610;54933910;1246000;1000;39;12
15.07.2010;448;448;4155;4335;4.36E+11;1376490;3780;60052740;1376490;1000;325;-145
14.07.2010;435;4395;425;437;4.35E+11;1203580;2760;52318120;1203580;1000;145;2
13.07.2010;415;428;388;422;4.13E+11;1786050;3560;73699080;1786050;1000;40;7
12.07.2010;419;4235;400;408;4.09E+11;919970;3180;37635910;919970;1000;235;-11
09.07.2010;420;425;387;4125;40807676344;1373310;2720;56041590;1373310;1000;38;-75
08.07.2010;419;4245;400;407;4.11E+11;2786310;3800;114595690;1892920;6794;245;-12
07.07.2010;425;425;406;4145;4.16E+11;1927740;1260;80240870;1451590;753;19;-105
06.07.2010;416;425;406;413;4.16E+11;2358020;3130;98115790;1767580;7496;19;-3
05.07.2010;4665;4665;4065;416;4.16E+11;1745970;3400;72639290;1164850;6672;60;-505
02.07.2010;4375;4375;405;4135;4.24E+11;1525430;3460;64615600;1079110;7074;325;-24
01.07.2010;4275;430;411;421;4.23E+11;1667960;3090;70517370;1462170;8766;19;-65
30.06.2010;390;429;380;4215;4.13E+11;1743760;4360;71954890;1543060;8849;49;315
29.06.2010;375;436;375;398;4.12E+11;2105140;4210;86796780;1744740;8288;61;23
28.06.2010;470;470;408;4155;4.27E+11;2285780;5410;97600560;1939440;8485;62;-545
25.06.2010;4465;4465;4105;4255;4.27E+11;2707330;4680;115733220;2308150;8526;36;-21
24.06.2010;414;460;405;4355;4.39E+11;1837690;7520;80616100;1242720;6762;55;215
23.06.2010;347;4065;345;405;3.76E+11;3099700;6690;116411130;2562100;8266;615;58
22.06.2010;345;345;333;339;3.39E+11;2809800;3200;95136120;2122400;7554;12;-6
21.06.2010;343;344;333;3385;3.39E+11;2157330;3400;73197090;1758390;8151;11;-45
18.06.2010;349;349;327;3345;3.36E+11;2083410;3800;70034870;1831290;879;22;-145
17.06.2010;3395;3395;330;3385;3.38E+11;1606140;2430;54219200;1037770;6461;95;-1
16.06.2010;340;3455;3325;340;3.41E+11;1577630;2040;53745300;1370800;8689;13;0
15.06.2010;331;3395;330;3365;3.36E+11;1240410;1720;41615780;1149420;9266;95;55
14.06.2010;320;334;317;3295;3.26E+11;2074540;2100;67696730;1878180;9053;17;95
11.06.2010;319;325;3125;3225;3.21E+11;1245930;2180;40035640;1014530;8143;125;35
10.06.2010;314;327;314;3165;3.18E+11;1317010;2280;41858430;807310;613;13;25
09.06.2010;3155;330;3065;3225;3.17E+11;1824950;2640;57777620;982440;5383;235;7
08.06.2010;3175;3175;305;3115;3.12E+11;1476430;1300;46076080;1259400;853;125;-6
07.06.2010;319;325;307;3085;3.16E+11;1662810;1770;52625760;1409100;8474;18;-105
04.06.2010;330;3325;315;320;3.26E+11;1013330;1200;33050150;871550;8601;175;-10
03.06.2010;3375;344;3215;3285;3.27E+11;983900;2770;32219320;668850;6798;225;-9
02.06.2010;3175;3395;3175;3295;3.30E+11;1632230;1640;53921430;1397990;8565;22;12
01.06.2010;331;3495;321;324;3.36E+11;2276160;1640;76532400;1758690;7727;285;-7
31.05.2010;3425;3525;320;338;3.39E+11;1758200;2050;59554510;1458650;8296;325;-45
28.05.2010;355;355;325;3385;3.44E+11;1837760;1990;63285700;1274730;6936;30;-165
27.05.2010;359;359;340;3425;3.51E+11;2407520;2090;84421380;1783040;7406;19;-165
26.05.2010;343;3645;340;352;3.54E+11;2628430;2770;93069000;1699290;6465;245;9
25.05.2010;369;369;3315;345;3.44E+11;3165860;2090;108851620;2050720;6478;375;-24
24.05.2010;358;366;331;3535;3.52E+11;2196470;1860;77405450;1890520;8607;35;-45
21.05.2010;370;370;315;335;3.36E+11;2219760;1320;74518760;1570470;7075;55;-35
20.05.2010;3345;340;305;3345;3.25E+11;1639970;2250;53345860;1203920;7341;35;0
19.05.2010;300;328;2915;323;3.18E+11;2734900;1970;86951750;2078360;7599;365;23
18.05.2010;2725;350;2725;3035;3.08E+11;2283490;1550;70396270;1603140;7021;775;31
17.05.2010;305;320;297;3185;3.12E+11;1670030;1740;52037710;1203860;7209;23;135
14.05.2010;3095;339;300;3225;3.18E+11;1072330;1290;34089150;968820;9035;39;13
13.05.2010;347;347;315;3155;3.30E+11;826760;940;27300070;732720;8863;32;-315
12.05.2010;3295;336;321;3275;3.29E+11;1435710;580;47249240;1075240;7489;15;-2
11.05.2010;330;3335;315;3285;3.24E+11;1106460;460;35815430;805680;7282;185;-15
10.05.2010;344;344;320;325;3.28E+11;352330;610;11539110;321630;9129;24;-19
07.05.2010;3375;338;3205;328;3.30E+11;267980;370;8838370;247640;9241;175;-95
06.05.2010;3485;3485;340;3435;34389634243;1072570;650;36885290;923280;8608;85;-5
05.05.2010;345;397;335;340;3.62E+11;1485040;2340;53701490;776910;5232;62;-5
04.05.2010;3695;3875;3545;359;3.67E+11;1157670;1060;42453680;728440;6292;33;-105
03.05.2010;3745;3745;3525;3545;3.63E+11;578900;600;20998360;563060;9726;22;-20
30.04.2010;3645;390;344;3725;3.69E+11;938070;2120;34578490;722510;7702;46;8
29.04.2010;354;356;3455;3525;3.53E+11;587720;790;20750850;388690;6614;105;-15
28.04.2010;355;367;339;3455;3.51E+11;941750;1110;33100590;755610;8023;28;-95
27.04.2010;380;380;348;3565;3.59E+11;846240;1850;30369100;721160;8522;32;-235
26.04.2010;394;394;350;357;3.67E+11;1253510;1460;46065930;1148090;9159;44;-37
23.04.2010;375;3785;367;370;3.73E+11;1179900;1470;44023600;1173410;9945;115;-5
22.04.2010;3885;3885;360;367;3.72E+11;371520;860;13816530;339920;9149;285;-215
21.04.2010;379;384;3615;374;3.77E+11;2103680;2270;79319490;1581610;7518;225;-5
20.04.2010;393;3935;360;3685;3.76E+11;2459250;1630;92590340;1508170;6133;335;-245
19.04.2010;384;388;370;3785;3.79E+11;1327650;1670;50342360;1210890;9121;18;-55
16.04.2010;398;3985;383;3875;38838667236;866470;960;33652540;703220;8116;155;-105
15.04.2010;387;3935;3735;3885;3.90E+11;1848470;2150;72109190;1371110;7418;20;15
13.04.2010;3895;390;380;380;3.85E+11;1551330;2410;59785260;1205260;7769;10;-95
12.04.2010;3975;3975;374;385;3.84E+11;2278590;2960;87570220;1911790;839;235;-125
09.04.2010;389;398;3665;3865;3.93E+11;1063770;2000;41788400;1044940;9823;315;-25
08.04.2010;4035;404;365;3905;3.87E+11;734570;2550;28461710;633440;8623;39;-13
07.04.2010;4045;428;3935;403;4.03E+11;1314980;1780;52968720;901050;6852;345;-15
06.04.2010;335;410;3055;397;3.79E+11;1986980;3860;75401160;1276720;6425;1045;62
05.04.2010;411;420;350;370;3.97E+11;1380420;3610;54819520;1034690;7495;70;-41
01.04.2010;340;419;335;4085;3.96E+11;1022290;5240;40526450;255700;2501;84;685
31.03.2010;3565;380;2945;3495;3.58E+11;1327740;2540;47579870;721630;5435;855;-7
30.03.2010;365;380;341;368;3.68E+11;1066360;1200;39213240;666820;6253;39;3
29.03.2010;3355;380;3345;340;34591547569;570960;1510;19750390;415250;7273;455;45
26.03.2010;409;4095;353;3665;3.83E+11;893320;2700;34185930;785670;8795;565;-425
25.03.2010;397;404;380;3905;3.95E+11;1428500;1400;56476140;1098520;769;24;-65
23.03.2010;343;419;343;389;3.88E+11;1255640;3490;48687610;914230;7281;76;46
22.03.2010;3725;3795;2985;3615;3619268951;1092950;3410;39556800;929520;8505;81;-11
19.03.2010;336;3895;336;373;3.76E+11;1092550;960;41112560;916560;8389;535;37
18.03.2010;3955;3955;3755;3815;3.87E+11;1322170;2060;51153780;1108490;8384;20;-14
17.03.2010;415;415;380;3815;3.89E+11;631300;1570;24582940;495360;7847;35;-335
16.03.2010;400;409;392;401;4.02E+11;835880;1790;33571210;595370;7123;17;1
15.03.2010;389;4015;380;399;3.95E+11;812140;2020;32054630;685260;8438;215;10
12.03.2010;418;418;383;3935;4.00E+11;701230;2450;28067160;529500;7551;35;-245
11.03.2010;375;400;375;3885;3.89E+11;1503740;1880;58481920;1320740;8783;25;135
10.03.2010;439;446;382;3905;4.01E+11;1355740;3310;54332650;1137010;8387;64;-485
09.03.2010;3815;400;376;3855;3.86E+11;1078080;1370;41622650;819910;7605;24;4
08.03.2010;3905;4045;3825;3875;3.89E+11;1461610;2860;56896870;1185950;8114;22;-3
05.03.2010;4065;407;3885;3995;39723157754;1271410;1920;50504420;1040570;8184;185;-7
04.03.2010;3505;400;3505;388;3.97E+11;1048060;660;41638810;763650;7286;495;375
03.03.2010;4035;4035;380;386;3.93E+11;365240;670;14340210;354820;9715;235;-175
02.03.2010;370;4385;370;3985;4.07E+11;457060;1460;18582490;441160;9652;685;285
26.02.2010;448;448;375;400;4.07E+11;560060;1520;22804770;546210;9753;73;-48
25.02.2010;4635;4635;4015;4105;4.18E+11;244060;1430;10198340;190400;7801;62;-53
24.02.2010;4005;4395;400;422;4.23E+11;1019550;2870;43083490;961250;9428;395;215
23.02.2010;429;439;402;4225;4.23E+11;724810;3010;30631030;556610;7679;37;-65
22.02.2010;400;440;400;434;4.30E+11;521020;2760;22387220;462190;8871;40;34
19.02.2010;4175;443;3875;415;4.00E+11;838740;1580;33509400;789280;941;555;-25
18.02.2010;428;430;400;403;4.16E+11;557130;2710;23200450;502950;9028;30;-25
17.02.2010;435;4495;4235;429;4.32E+11;1204950;3660;52039180;872820;7244;26;-6
16.02.2010;446;446;4225;444;4.40E+11;1748260;3620;76952760;1403720;8029;235;-2
15.02.2010;450;456;4255;439;4.44E+11;1205400;4080;53481010;1045060;867;305;-11
11.02.2010;5245;5245;435;440;47096928851;873940;3730;41159890;631010;722;895;-845
10.02.2010;505;505;470;480;4.86E+11;929190;3900;45170160;683260;7353;35;-25
09.02.2010;5295;5295;461;4935;4.97E+11;1338220;4070;66569360;963070;7197;685;-36
08.02.2010;549;549;4755;4915;4.94E+11;840420;3470;41552430;645230;7677;735;-575
06.02.2010;4505;5025;4505;4995;4.84E+11;61010;360;2954140;54670;8961;52;49
05.02.2010;530;530;4525;480;4.92E+11;706790;3290;34800330;551590;7804;775;-50
04.02.2010;533;533;454;496;5.00E+11;800030;3990;40025980;655590;8195;79;-37
03.02.2010;590;590;484;492;5.19E+11;845720;4450;43932750;637000;7532;106;-98
02.02.2010;5495;5495;5205;5375;5.31E+11;836190;890;44416960;716490;8569;29;-12
01.02.2010;535;535;483;5085;5.19E+11;252470;1560;13108840;158780;6289;52;-265
29.01.2010;560;560;4825;4945;5.06E+11;595690;1000;30153070;577520;9695;775;-655
28.01.2010;5045;539;4825;5115;5.19E+11;912240;2150;47324220;786020;8616;565;7
27.01.2010;5785;5785;5095;524;5.30E+11;671290;890;35545110;658280;9806;69;-545
25.01.2010;540;568;5225;555;5.53E+11;1393200;2400;77003770;1184910;8505;455;15
22.01.2010;550;5745;543;5525;5.58E+11;481890;1000;26893600;456590;9475;315;25
21.01.2010;5505;5885;5425;544;56446606339;1081870;2650;61067890;822710;7605;46;-65
20.01.2010;5535;5995;5535;578;5.80E+11;1810240;3420;104904650;1735420;9587;46;245
19.01.2010;599;6165;5715;583;5.99E+11;1190020;4800;71275170;910940;7655;45;-16
18.01.2010;606;6275;562;5845;5.94E+11;1271010;4160;75495090;803080;6318;655;-215
15.01.2010;5405;610;5405;6075;6.03E+11;1040670;3520;62804330;883550;849;695;67
14.01.2010;610;6245;5725;5835;5.99E+11;620160;3630;37164440;579610;9346;52;-265
13.01.2010;6155;655;5865;609;6.36E+11;1183540;2580;75221430;844170;7133;685;-65
12.01.2010;671;671;630;6515;6.51E+11;855510;3280;55721880;510390;5966;41;-195
11.01.2010;6695;6695;6355;6465;6.50E+11;865460;3780;56221500;647120;7477;34;-23
08.01.2010;670;670;631;662;6.54E+11;924610;2970;60512790;699900;757;39;-8
07.01.2010;642;6895;601;6495;6.58E+11;1015030;4080;66810410;771500;7601;885;75
06.01.2010;705;705;637;646;6.67E+11;1341160;4010;89515070;1181320;8808;68;-59
05.01.2010;6925;7295;6605;7075;7.09E+11;999080;5220;70866430;574220;5747;69;15
04.01.2010;758;758;653;716;7.04E+11;1560170;6190;109792070;812160;5206;105;-42
31.12.2009;705;7145;6655;6895;7.00E+11;1538790;4500;107680360;873640;5677;49;-155
30.12.2009;7375;7375;6855;691;7.13E+11;1299350;3210;92630370;826090;6358;52;-465
29.12.2009;700;7205;680;689;7.11E+11;1144650;4560;81356040;640950;560;405;-11
24.12.2009;705;758;701;740;7.38E+11;1239490;4150;91534260;615240;4964;57;35
23.12.2009;760;760;711;7385;7.44E+11;1438430;2550;106954870;961430;6684;49;-215
22.12.2009;800;800;715;736;7.36E+11;741180;1050;54541110;629610;8495;85;-64
21.12.2009;750;750;670;731;7.25E+11;458140;1330;33223750;370400;8085;80;-19
18.12.2009;720;779;7085;7455;7.50E+11;518360;3550;38862690;273060;5268;705;255
17.12.2009;608;7295;604;7045;6.98E+11;900040;3390;62858960;609070;6767;1255;965
16.12.2009;580;629;5085;608;5.62E+11;338640;2070;19021220;147130;4345;1205;28
15.12.2009;5255;5525;512;5245;5.39E+11;292160;930;15756520;137870;4719;405;-1
14.12.2009;531;575;5305;5445;5.49E+11;151330;1360;8312610;40110;265;445;135
11.12.2009;548;584;5375;5495;5.60E+11;301330;590;16884230;209280;6945;465;15
10.12.2009;550;5795;535;538;5.47E+11;211570;1020;11564810;58350;2758;445;-12
09.12.2009;558;5975;5165;559;5.52E+11;311220;2040;17164670;91060;2926;81;1
08.12.2009;6595;6795;560;5765;5.77E+11;371580;2830;21443020;94750;255;1195;-83
07.12.2009;6555;710;576;6525;6.41E+11;427410;2860;NaN;144440;3379;134;-3
04.12.2009;8495;8495;663;7195;7.39E+11;NaN;4300;NaN;823950;6157;1865;-130
03.12.2009;720;720;652;708;7.15E+11;845510;3680;60428580;616760;7295;68;-12
02.12.2009;600;600;600;600;600;2500;30;150000;NaN;1000;0;0
01.12.2009;360;500;360;500;4.98E+11;301410;550;15000500;290000;9621;140;140
